Feature ID	Frequency	No. of Samples Observed In
1a0ff3893cde016703765f2e84293333	23.0	1
fd142f8d5321b7cc15800fa19096a231	23.0	1
32f8fd11d2bee278d609a1d4ab767554	23.0	4
889f033ba9c5bb9a721a2c7c84816ca6	23.0	2
97a604f0b7677461325e10432ce78290	23.0	2
dd6c6db0c7016ecce184cc9ca510f229	23.0	1
50c2e92f3b001c0f07a654b597605f95	23.0	1
af691ca2a4530ac05fa219914939c3ac	23.0	1
f950c6c3b3c70ce3c1952becb1e4e319	23.0	1
6d52536b55ab19ff41c247db9d081d01	23.0	2
48782307120574c67aaa25ec7ce686ba	23.0	1
5df961fb3d23d3298fc69fe1616b1cbd	23.0	1
92aee485429cadafd7fcb3f531d5746f	22.0	1
59fde92361d7af5a12b89009cc1665c3	22.0	1
36fd6eb75e24fe3e4e6d664b393e88a4	22.0	1
acaff31887cd034e7fcb3aa96a8e0d06	22.0	2
9845bd0223e4f28dfdcb21b6bf541161	22.0	1
839a9ecc3aa835396a25f5bb0be485ef	22.0	2
07ce220d5d014645f410fdca67d41f11	21.0	1
9fabd52eb6e561d9f3a5c8ed967a1cc1	21.0	1
6c39d91ebfdeb9f2cf2d17825ef6579a	21.0	2
f9612c98d79c37a803a973724113cef6	21.0	5
a6d3beca765c1e2453b658614facf89f	21.0	1
9e0326554068ca2dfdaf5f8ab043fea8	21.0	1
ea00763b3eff28e6e109d14cb2cff8d5	21.0	2
82ce7d6661100567e07fb6a2f2b5159e	21.0	4
7c9bba28743eed0421bf944baafce708	21.0	1
bff072be6820bb768214374ffe47a137	20.0	3
5a659fafd2c2859a9777c3fed0f5d304	20.0	2
300568e1ddcb6356519af1a75ab2df4b	20.0	2
29fbc7e5021229480248fa7466a499a2	20.0	2
83cc8533c24c52cb668f270c2c9213b2	20.0	3
b7b4ecb07e1719860260746a5443092a	20.0	3
310b8b4683192678bb4cdb5cde36405a	20.0	1
e78d28b0c959b6e035caad98e3288205	20.0	1
b250d27301547aede6c1d52ce67e6e2b	20.0	1
2721fd42d5373667f111c60faaf21eac	19.0	3
c3337d877a02fb500fc37be8aa4fd234	19.0	2
ae94aa5faaa29c5abe3821ae721ab961	19.0	3
58c23bb9dd49a37741cc0232f1af0ce6	19.0	1
da1d26d90a7443d34675778207d2c227	19.0	2
eebdf542c58b46b9406e8329ec3c4637	19.0	1
a217d181358e7ff958707d8fc3a5a65d	19.0	2
7e7d68f511a7019ad4a8d6b9b8138e34	19.0	2
16f9dd954bb82594f925ac3b95c9534a	18.0	1
07dc26a82892a88c4f1f680a6629ae3f	18.0	1
57a2b7f3845e9dc1a8bf96b2539bde57	18.0	2
0bc8d5e049a44c68e5a0cf65391e1bf1	18.0	2
b3d2cc3b9f0184830bec2ef73bcc6166	18.0	1
32702e5136f76e35f3599176e177437d	18.0	1
f029da12c7745c40813dbd365c2795f4	18.0	1
c9c1ee8630a105930fda493dd4ab080a	18.0	1
75e0e2f88e38e8608eb1e621ccdd456d	17.0	3
23d6e67ff377b63cc8506920f662b5a5	17.0	1
b025103070acfe3734eaaa4db117f46e	17.0	1
72c00259c4e4a7e83bd1da715bf6cf20	17.0	1
ba48cb83459c7305cd4f8f9c50147fbd	17.0	1
ea7064a0fdbb5228b7a0c9ed23e012d2	17.0	2
28e6e18302d31dc8d823cd83f95f62dd	17.0	1
d2403b7ef43c9e71672424a5302af833	17.0	2
97664d1d13be672de6bce708c584b517	17.0	1
922d33a2963d3e87a3d4df6b82371235	17.0	1
18812bd61aeb2cea2081498cfa9ee3c8	17.0	1
08db4cae628ef6843fc7d9abd1c1f761	17.0	1
425472796aa9134aeec65e97421b7236	17.0	1
72692f8860dd25e796abdda278878b79	16.0	1
3aad083a4c822d27071d1ff6163cbfb2	16.0	2
860794d17974c0af1d8e6db31030e4b2	16.0	1
cb908ae7d11351c78c0e4ce0d849c744	16.0	1
643344d43c3ccd2847d383e2379f1917	16.0	1
c70a1f69d874807861c9285e6f0dcb96	16.0	1
2f8e1e297e2b86ac16789cb1b26cf00d	16.0	1
8b414a059be1b8812e888b7c4d47bb2f	16.0	1
53278e7b1b6c36b3e2c85c204ae1be80	16.0	1
079fc0fefab05e2a40bba7c0afee5125	15.0	1
a1642ee93cbc5a4d6b2816c0a116cf42	15.0	3
6d860023f7cb5928a25af41e9f53ed30	15.0	1
08b68bbdb2357e7e69a41cf882a8f264	15.0	1
e5aa69263cef59f071bdab7e14184015	15.0	1
10f5ab84262ccecd88030f2662ff4cb4	15.0	1
987bd2140c89b652cfafee7f4291e851	15.0	1
ea18b9e873a6fb139d8928f61ff7d3b7	15.0	1
b60dfc74b3e5bd46247d99bfd2ad3c10	15.0	1
d0ab1c7b882feebfceecd81a58576e72	15.0	2
c3f21101b8845fd1c974cb14578fb119	15.0	3
d60134bc4ab65be6179aa923ba12ff2b	15.0	1
6b6d2bd395f01106087a5b166c7fdcc3	15.0	1
218c409a1b9b9671bbd802d1f2ccb662	15.0	2
1fc9ec3a3fdc7d611ed88ee82f5c69f0	15.0	1
37e86afc00a6b455cd94c942fb230114	14.0	1
c072b53a13bb032cf7ebd84b996bb18f	14.0	1
16b4248e98e31fb47c943a2dd3a5a447	14.0	1
9848c4276e8ab822c1ad47c11f6f0a6a	14.0	1
a1f6d1d4f550e540fc5f541220ed793f	14.0	1
4245fe74d6dc62e222f933d3dc8502f5	14.0	1
e83863d437e65999ce6a98f47e3adaab	14.0	1
cd307c3e545ae628053c348db1b8ec7a	14.0	1
f1c14db955660c59d2d2ac233bb9bac8	14.0	1
8c86fd421716e2694b4de25371d82a87	14.0	2
5643ec505d91e045dbaf40b6037e432a	14.0	1
7c9d63ea03311fdd9765198ef24b3673	14.0	1
b871d9992cf3c16ed6ab1604ffff5ed4	14.0	1
a8b4b0d58275413b83f3fe9986834bb9	14.0	2
f15b340c8f48669bcd57ce038df0ccb0	14.0	1
a01b3da2645cda5a1311bca65b756fb2	14.0	1
66ebb5d3b8e84ef2e15e2159720e3d45	14.0	1
827992b22906f7a8b7f7a87580b21cfa	14.0	1
f1cf8a4541960204e71c1b181b1dd6ff	13.0	1
fe1d758f268d0c3fe3c677aed90ffd1e	13.0	1
b63a97226efc35dd5290f7298386b6f6	13.0	1
fdb4b82311daa59c501bda3758482a45	13.0	1
45c6cb7afc1bbd2cb7ed40a987707d95	13.0	1
8b2c157a5eaacabbeb6d45b23bf9bae0	13.0	1
1e2ef3e6be91989473d3b5f3af1a8932	13.0	2
75a3e20e916ee5ec7dceae34a1bc0209	13.0	2
40014d5fa23e1b8d176c846142b2af45	13.0	2
a2e2722534759f846b9b1a5dac784158	13.0	1
3e26365d9f4b5b4ef082950579dc3696	13.0	1
ef2a1531066bf60397c9df449d532d2f	13.0	1
e34528ad14c087b5097669c01925644b	13.0	2
bd5b4d5e4b8f248260fee5af5649c3f4	13.0	1
41ada6c544f71817e895a00a7837273d	13.0	1
b2506d7e0328de8e0b8e68da4f7fad5e	12.0	1
6704902f2808fa04196c73db26436aa4	12.0	1
3c47d1756ee2bde5d0607744e6dbd522	12.0	2
2630811bd6725b03b37eb80f1632844c	12.0	1
648e27d07987fd8a8644c5195015c644	12.0	1
455219eeb206cd432bf64f51159e0b4c	12.0	2
54808801b13d9be26bbded85d4c2fa29	12.0	1
07da22cab5c55a4badb462bcbbded642	12.0	1
6a11737df75bc64ed5f1f2592a56b6a8	12.0	1
eb6f8ae3e93bcfa0b7e5130c2723fb81	12.0	1
743f9022d702e77aa608b3c0c5244349	12.0	1
baad52123a7d53118e4ef79adc979226	12.0	1
32e489d3a55671bd3595792cc0c34dfd	12.0	1
373ec976172e5a486ea50f0c080633d1	12.0	1
aa19ddd10e2dfb1f0f51b12078647bd6	12.0	1
d0a595d01b18ef4d949bf1de47b08daa	12.0	1
407af0171dd7069cc67a4318b3522e21	12.0	1
38beb9295889cd97ccde32e38be9b052	12.0	1
0c410683e68edf42337559941e5d3018	12.0	1
a0f12f82f67a0e1d595f8dfc00b3aacb	12.0	1
4109fbbe9cd1407916d6f86e0fc3038d	12.0	1
3c416594e4f56f423d77e74b55e12687	11.0	1
8e81cb94aaadb22286389bfe57d49601	11.0	1
59b26fd3ea38451c3adc95daa0971a12	11.0	1
b11faaa6f8bbfbe2816cb16f31a807f0	11.0	2
77a8085a9d00ce06e450b9c2dfae392e	11.0	1
3e73f7c8ab0d4d3bb3178403df95cc48	11.0	1
8b53c1e7c9d8c5c7f2478c690c456448	11.0	3
fe11ba26e0102bc4475392b0e59e6db6	11.0	1
cfb033a8de2c91da65131169c9e2022a	11.0	2
69e98dfba3182afe0aceab617f1100a0	11.0	1
f84326c9790515a0835ca7ff8a8c7d54	11.0	2
992619acc671c788a2c9ae0cc6d94e45	11.0	1
1667f77eb051f046fff9ce118fdbc75a	11.0	1
859576da50cf3142bbd269f87b2545c1	11.0	1
b5c5a71372eea1709c1bff19a2f24272	11.0	1
8819c767d8838e90d2dd30cfdde35733	11.0	1
9053b6b2589131e84623d65aa8a25a52	11.0	1
e60885ac3c30c3634ac82d49056df82c	11.0	1
c5913c43e836b8fef5af80076ca24571	11.0	1
6ba43acb03ae795b3e7e31f2be946006	11.0	1
8f003929e210470eb85ae81509cb2dd2	11.0	1
65b58670f8a0c5f0e74affdf8408eadc	11.0	1
cf315874f2a721ae340f6dbf4ec0c2d6	11.0	1
3952303f5295cde755384e60f4713a75	10.0	1
a7db077ae09ab481473ac2445474128f	10.0	1
970061e73ce91ac85fddf205224d8322	10.0	2
cce7095c7910c0f98cb5b3048dfba9f1	10.0	1
78305c465a66530d7a1402c6afe2a4ba	10.0	1
d6116996e4c8eaa41f741891829c166a	10.0	1
933f59f641bbf9dade29a791ca154fe3	10.0	1
2ae066df2a3e6e4160e85ff1dc63d947	10.0	1
6dce2527aa4bb5baaa4d18064423d986	10.0	1
15cfeb62055743aacb7f78e9aa86accd	10.0	1
e67256f3a090fa5b7c4aec6158e50b16	10.0	1
0a6b9615944301a29e20464d2ebb5ae1	10.0	1
cb70582becd28b1e28ef85aca11846e9	10.0	1
3443b73db214fbccce540ddb43380a8d	10.0	1
020b30a13ee9d860caaf8a12cf134491	10.0	1
107273e73071282e4d0f4a0b46548da5	10.0	1
ccb3970cc553627e918e9217ea71b1f1	10.0	1
6ab475426af806ca2528a3b20d77cde8	10.0	1
3dc8691f4274fac77b91e66df1bd9aad	9.0	1
40a95a2eb530d4b299163b5cf33f5727	9.0	1
a88a94896bdfa37dead3fd4a16a5c7b5	9.0	1
0a3cf58d4ca062c13d42c9db4ebcbc53	9.0	2
d3f800d834b641973eaa2520160d4f66	9.0	1
13fb9cc53669d0234f544a7b44d8ee0d	9.0	1
25ea94261aecc494c30b157128bc44f8	9.0	1
04edaa963304c466674c30f9f9bb087e	9.0	1
0e4a2466836707da063774d048427d00	9.0	1
bf58b1cbf142585d408a22902f4af556	9.0	1
19b601ba28ba500dd5294c03d5c6705e	9.0	1
bdb3adb7e52fe9c4a4db810a7021327a	9.0	1
cc59ec4214e5eb4bf15b6eb7cfd96c7d	9.0	1
004c377688e79fb733f5ed72e322a56c	9.0	1
04ca162b3dd2dc7f483ab3503bc605c3	9.0	1
6b2ddef408d50cd0e2dcf59cb7c65dac	9.0	1
6a4f354262a6fbad12de693585b4e7f1	9.0	1
1c6f08b1cce4b4cf896a955ae9a58959	9.0	1
543818d6869d7b4271bd4cf11ba898cb	9.0	2
b484195da5a669012008758c2f88fb90	9.0	2
450c05e76911edd6fa46edb921aa4522	9.0	1
69a6b865cfbd7f6fddf9d080e431ed67	9.0	1
21d681c053e463a9db7171f44e7a4a39	9.0	1
369bbf86b13d5924c095aad30bba9af1	9.0	1
db362c4e2c593fe3cbd10f51d67d4e59	9.0	1
69d0d1ca4390b3722c2d5458848919ea	8.0	1
25370b4aeb2bd190e8ca1184a4251be0	8.0	1
7d21ec1715383451a92798df826f12a5	8.0	1
83e5aff47f07cf1b1d6bda80be722faf	8.0	1
10e51791c8dee561db8251780cf9ef0d	8.0	1
3b8eded367637deae84d93d3bb127c82	8.0	1
167eafbbf6708404c463a4c22917e4b4	8.0	1
536346d141dde574c25958654ff08f15	8.0	1
bc56a84455291b52ead1f38fbb6c97e2	8.0	1
8d86624a178f311b79310964d6170b1b	8.0	1
9d2b385c3ad2c3abfa96058922b00164	8.0	2
052ed87a5bce8789c20b59effda065d6	8.0	2
8affc3372dd79282c7f4f49b2bc24d60	8.0	1
5728dcbfa5bb43600af40abe0ccb90a3	8.0	1
fc03bb00a2109a17af8c5434e78bd315	8.0	1
24947e5e5adf4be2938c6fc541f18eba	8.0	1
59272f84a79a06552179e8eb53606754	8.0	1
e5e664374a6d1c04c32149cdd41c6059	8.0	1
092d370c016a86bbee977073d88ac43e	8.0	1
143370e10dab7fdbcbdeda0f8b19658a	8.0	1
7d135dfbf857c62673695ef24332b100	8.0	1
fec2da4ccc40b9ad85a020553063366b	8.0	1
616e1133ad39f78d5fa921c094db3cbb	8.0	1
4f71b0e72263018eb34fd14bae8bdd29	8.0	1
e93b313352019b8113e7fc66bf757917	8.0	2
ef35e5728f686df8e67e70e62fb3189b	8.0	1
d969ff7a11c25dc9b04c6eb48a6ec8c3	8.0	1
ad71b192343facecd54843bccb0470da	7.0	1
2dd3eb3b59afa6cf6915a601b46397cd	7.0	1
c6f0c88f94254b23629260348ab5fe10	7.0	1
4f0c4427ac033405cae2b1941ad35fc6	7.0	1
0b58da331c7b4741e0a2928420d07366	7.0	1
c6566e1e3cdb74ddbd16295aab91c741	7.0	1
8978ea1fa39da2830b33df63c8da2e68	7.0	1
978681f2fea1533cbb4c3e030c2f9ebe	7.0	1
d246e85193a5bb46a56b009519c6a71f	7.0	1
7a7954e6aafb54d43cdf06bf2b628864	7.0	1
e31ef2179f7955e1beb40fc215710a82	7.0	1
4e6e73509aab3faed7f50035d9cbd7e9	7.0	1
faffaaec504643eb834d2d101a0a8a7f	7.0	1
906b87f185d44beb609313065cbd0dfc	7.0	1
fb9f9961a2094f733efa9b47feaf8400	7.0	1
c722cf9eebc3a996971b3f77d2e85e0e	7.0	1
a9b3e9e5f7194b9714a83aef047b27a6	7.0	1
3d8ceb5e8c0e7b282f3dadd79d5099ba	7.0	1
a56261842cc34cad0165eccba17e830b	7.0	1
dcf9ce3cff8a6a91b6a8974adc94968e	7.0	1
d639e9434c8f50838a4a89f78f19998f	7.0	1
ee5b57a629da222ad236b5d4bc329d71	7.0	1
bf4ae59088f39434a9c248bc08fd6031	7.0	1
386950e69673217ec40ddc972ac589dd	7.0	1
9e18b43f389956ba5ac3ddf810f39cb6	7.0	1
32ad562a28f35ac8c6b32b392b1f6874	7.0	1
5818dd43d26f5f98d9c28e2ef630124a	7.0	1
14d96ddcc43325b5efdf42e02c1d4c2f	7.0	1
2ddd42722497082a323c3317657ae6c0	7.0	2
99e433a3ce4d5290445f668df2c9147e	7.0	1
cbd2ea8dfb34b160d6d9218d7425d53a	7.0	1
36807d15dfef01f35313acbdaa0bed65	7.0	1
7e836659911d76d2347406585137e697	7.0	1
94d77a8f8446f7bce0e5e64576299a4e	7.0	1
1769d10a9bc25d8569d61dbe0931d87b	7.0	1
dca5d985fffe8b7bb28f7f1585356ecf	7.0	1
3d352dcf9392611dc4333d56b2f3f023	6.0	1
adbaa961dd24f20b209f38ff2af3e455	6.0	1
c3db138990506ecbc00eba3574b7e83a	6.0	1
52ca86ec48d4b050235dcfdea9cd5d39	6.0	1
4c0d062463c6e388334b79c702a91d9e	6.0	1
51ea85f428a5daaaf348c94671af386e	6.0	2
46c08d7bea2a1ae3c239a525f5562632	6.0	1
40e9020213a6a4911d569b3edccb856f	6.0	1
c53a4ac200286d4aaaa1936ae3112bdb	6.0	1
749e17047d103a4dc6f05def150b9ce3	6.0	1
4a438fc6b9863ab84156d4f0b585c59e	6.0	1
ca41c69006ec1f03d2b0e84e2581159d	6.0	1
7cbf213e2986e3a047f9273e7b4eb071	6.0	1
5648dccee530d68ceb3e4d7d22cf8756	6.0	1
76ec16cef4c7230bd9bcad23c56fba9f	6.0	2
1c719e69d668107c05bdba29829217c5	6.0	2
1845c1f5d5cd62f1a261db845de69ce7	6.0	1
c34966a4f96946fcc3ea91ed6ad5b4d2	6.0	1
082d239abe090214ace96faad213ae39	6.0	1
fa72697a5b0acac776060869b70efbe7	6.0	1
cbb5e5b58a5874db71638f9d8831b2fc	6.0	1
2306d517cddb8ee0c863fddc5cc4fe99	6.0	1
452d18b2725260f5f93490c7f6517f87	6.0	1
d58c41bdd1f1f0386d3da8cdd164ad79	6.0	1
848e19e844396cd9109389bb3c6e2667	6.0	1
ff84f6f5d9f9936a559c72d44126fadb	6.0	1
d8ff4c5e15cb162f9a378b2ca1e7d1a2	6.0	1
cdd1b6d84e7749d6eeb09bec68c26559	6.0	1
32ce4834f055036d4cac616ddb14f71b	6.0	2
939f5b18d5f69728d47476dd67674e2b	6.0	1
1f0441694da7ff4ed8f11a2bce585267	6.0	1
d23dcbe0b3e253d3d5f462f07b5bea0b	6.0	1
9acfc63822a89a6b8fd3b4dc7f7138ed	6.0	1
72d567904430ca842fecff660cb9ca40	6.0	1
8d6a36f5df79821e2d79b954de8ddf99	6.0	2
bfe8dcacee0f4d0064c13dcbed55e3c5	6.0	1
78e485ed362e52c2dd1ea76bad6f001c	6.0	1
c89c040f9adb79c0725e212558513771	6.0	1
f1860fe716257bd5fd5c4c6a16cf3b95	5.0	1
3895f8b1ae62e5df0ce3aead54826ef5	5.0	1
b0380f7cfd5355bb4fd0b2741a8ae0c6	5.0	1
c119a6aa9448fd5b7b15531db7efd10c	5.0	1
d62bdf0094770da441d556e07c304397	5.0	1
5010c633b31e536d3a8ae9862228a52b	5.0	1
e67df6c894b9557e3260207fdc5f3b06	5.0	1
74d5a0ff500fe39ebfd9f7ce828c0015	5.0	1
8040083ef560188d094279f604df1949	5.0	1
faf55b766111289825d54da14325597e	5.0	1
81bd97f1008872d045eb6406728f2ab5	5.0	1
097dcdc3c91b5b334c58a38beddfe215	5.0	2
3564b4361cd0aa26baec5385da29bf78	5.0	1
830ae596ccef1fa380794a4a9885bb88	5.0	1
3cdefb6ded01adac83152bde0bcbecc7	5.0	1
eda5bb821b4a77ec49191b84dc8c159b	5.0	1
5fd6a933f860a923643e30077f99b3fb	5.0	1
7663d959f37ac7edff3c84e7c30c9ee2	5.0	1
84550cce045fd4f2ad79ff760621f374	5.0	1
f99f9e021a21a5dd969619f9326270a9	5.0	1
49d92058bde739041c42c8aacd3ba126	5.0	1
b41ac3eca6205cfe1f2487dc07d91179	5.0	1
48879975ef72f243b4016dddfe681344	5.0	1
b904bbdb2f1a9d20e9b34103649b76f3	5.0	1
959109fb096d33aae9bb0afce6a4d706	5.0	1
71e7cf7513788d419d8d715c41bf9ccf	5.0	1
0718c27ab7304227dd334f8dee50d42b	5.0	1
315b39005a68f3669fca4a0adb7bf8c9	5.0	1
f85a7d2d7e12e8fe0526744381e1037f	5.0	1
5ea20db67a7256a71ba556c8c664ec71	5.0	1
546e3e3d766f581ea28a84e1561f41c6	5.0	1
f0d8f8d1ddffacb22c10bbdc297165c1	5.0	1
ab6b20cd4f05ebe2e8e9ae47b7714744	5.0	1
29dc0a04b6e61194c341bea5d053ad0b	5.0	1
ef51a7515485f098b6a437c6047ce14a	5.0	1
8e493df449e84acb4e24f5811ff3599b	5.0	1
93277c01084c713919dbe49425e9024b	5.0	1
3fb52660f6d2845af7a716a6b5ed03cf	5.0	1
22e8325d799e446d302637a299ca1832	5.0	1
592460b21ce2ce1872e098ed3a111b07	5.0	1
4fa92a2a53671efe07609c498ade0093	5.0	1
81d8bf5f800f7da13be5d9afa704b5f2	5.0	1
1b51357852b0b814b4d9918c6f0ab762	5.0	1
9f6df27469cea5117bbb8d6a236fb850	5.0	1
442898b7218ddebdab03ac354906d87f	5.0	1
9fd63c1902b23987a9afa2488e262358	5.0	1
dec9f86d9bc4b7d65b2b67a102600fa8	5.0	1
757a1f88cda2f8947a850c10babcc8b3	5.0	1
d588f006ad5a812c7a54b2065eb47094	5.0	1
ba5a8b76a3d82ef6b0959efc8709b7a5	5.0	1
cd647e10d49c5817b5d9092ed8654427	5.0	1
5b387b16e81d5b005114662e00d6c044	5.0	1
b6ed1fda48450bc73938e1aad922a581	5.0	1
487fa348da5cfac6f4f8982534fb17df	5.0	1
f60f0992da4303370e7e690a435415e7	4.0	1
23bc81a1620f0c44439ebbab28539c67	4.0	1
45a2f0c795a08a003bbdaf013640fe63	4.0	1
a2217cc8df6a4c209aee7f31a304c2b0	4.0	1
e75b8f37c44f4e0a1bf50fb3c6b45504	4.0	1
9d999b2c123c3c028390347bad352dd1	4.0	1
b1ef871be0f234c8b1b4c1e316bb9be1	4.0	1
08db725c86062263b374097f4db8bfb2	4.0	1
e02f6061976fcf62d18c72727bc1b7a2	4.0	1
739271623fe747f3d2d3466a00d2bab9	4.0	1
40c224bbde3afb84430a840676a0115a	4.0	1
a1f4181dee4857eb9c37b1be03b3cbea	4.0	1
83eb132b2511052bcc6e6a24a2a92293	4.0	1
f05e4f042801bd392ae60c7964a63891	4.0	1
a01520ea3588cea2d8cab5c123e67c4c	4.0	1
8c1beed5d3dafa3c0032d71dea2c1fb3	4.0	1
b8941d4f4b5468aca5300b56430b086a	4.0	1
c7647070dd52382cb6999ffdaec8d401	4.0	1
e63d76792ac4ff540fd989389de5cc65	4.0	1
ad2e0789bf2b3191c05acfe5b3d211ba	4.0	1
bbd8fd041e56a1809518b8adb27a0503	4.0	1
b85f7f523f5e062dfdc81a5e8054c562	4.0	1
6ff1a4edfa61f58ae9949f2a65f1a015	4.0	1
afb78e9adad8efdbb0fa5ebce30b0ab9	4.0	1
805c0959b90cd47bb52d9f6571c5fb6a	4.0	1
7475e7b0b21efab4f40fa72c57ab6285	4.0	1
cfca33b5b260758dab6edc46a3b1c140	4.0	1
88e07394cf5798d74356126fd05b9df4	4.0	1
8ff96ba605834c94d07027f179db0f4e	4.0	1
e16474e805c63f76e589869b94ccdb04	4.0	1
e5dff390912ae97a1cff59aaa69ee684	4.0	1
b0bbcd70825708087e3550005ca815df	4.0	1
ab3b150a2d5f44a74299ae108b0a66d4	4.0	1
5abd1fb3fc8616f3c7ee69b9fa5fbf7d	4.0	1
9c03f18fe0406a9583a07acf98c2fbbf	4.0	1
83da14a42ce6a92df904fa71e0f78214	4.0	1
e9be011ec185ad6531aedbfebffc79cb	4.0	1
7d2402f1612fe6c2f5c20bfda4a90aa0	4.0	1
e6dc941e7025e3f5f1a1c7724ccfdc3c	4.0	1
4cdc5b820b31c7b2c0720f917d9cd3f7	4.0	1
30a38013fc55f36784fbd7d9dfedb1ac	4.0	1
02d281720302259525b3c3688982957a	4.0	1
86d6652d176b8a1b84a9317fe515c7ef	4.0	1
b57da9cc302a617ed4e7e2ad9e78c8a7	4.0	1
e48ce90f2625cce75a6d5d671cadf8ea	4.0	1
1ec70eb8e10e9f67b52c0c8d56e6b5c5	4.0	1
cad9d95f90d717b5c16e83b0701e792f	4.0	1
d419e113b399f44b90c064f27f96369a	4.0	1
8d97c0d01bc123af5d2480558084c54b	4.0	1
c462cb35a698e304b7abff7103450064	4.0	1
c5324a56e6ec435db8aec6154121dcda	4.0	1
4518b08935912fefb45ab97194281fc2	4.0	1
67a5c29ddb5d1eeda2b8780bb4694235	4.0	1
91a69a960e1ac7109bdf7defd09972ed	4.0	1
74aaeb93ba19830fa0e2cc55966371bd	4.0	1
cec952716cab140580ea7b0538f579ee	4.0	1
b85347521e62900dcbb6fff169552e3c	4.0	1
42f6a20dbeec89599c80a54c8955d9bb	4.0	1
6da1cb9311ae211c52f296490170fac8	4.0	1
a551b2972ff0b5796729f6cdf8d22727	4.0	1
a59281c2e5b485694bad1587ee5e4e6a	4.0	1
5934ddd9fed112037b61cb71545bb01f	4.0	1
810d24ee924214144b5ce85d1626f9cd	4.0	1
b5ec12a35af60ff6c9f4cb9b8101471b	4.0	1
d9585e846a6108e5398c11c1e9751117	4.0	1
b5e3593b2ddbda8bff670908a672b004	4.0	1
62727dc7f1b9c5878de3da94b2977f05	4.0	1
462c3d574a8d640d6bb32634b00087e6	4.0	1
f093e2ab0c3daa76532d144ea56e282a	4.0	1
000db46fcff4701589d112bc2a6044de	4.0	1
0f2b0abd55d6e28397479fadf26b1e32	3.0	1
7e1594eb18dc1a75d93a2fbb5c1bbeee	3.0	1
8ce79b1cac48e36a56a9244c8c705c89	3.0	1
5e90c534f26edbc5a696129a2c26d797	3.0	1
9e2b5b4b72a44b04a51b0f4e1b3f731c	3.0	1
86177667a54be7603f8b8e4c98b02373	3.0	1
5814d82d021ce93ece11a22ebad7e9cf	3.0	1
dd49078200e565a6d932a6a5221edce2	3.0	1
1cb1c7bd22a2185368fe630d4611e4bb	3.0	1
9634b78177e1af1b5117d1ea3422976a	3.0	1
00ef547b2bab171c91dc53868a14c1b8	3.0	1
278d1d154947156e411e0adab04fc89e	3.0	1
3971f12074ab43063f75c7cf8030f49d	3.0	1
0ede181cba719902c5e1fa933644b97e	3.0	1
edef7acc181258ea376d24c874942635	3.0	1
9ef8069a044c54905b98dbec1db5fb5e	3.0	1
ebae13dd5cd55be6f118516557814a79	3.0	1
8c87203401ed62bc1289e1fb2b27996d	3.0	1
6668dc0842a4bb869ddd414a0114fd18	3.0	1
5c2dafde08dd98f90b429c66dbaef251	3.0	1
b2db67b7874cb9e49f1095ed5d730889	3.0	1
e4fb0081d4b0d27e8f5f9c663cb660d5	3.0	1
6afcaab7182e91892f541480e1eb8aed	3.0	1
5bd2c3250a7a83cfe8ef91ff64ea42d3	3.0	1
924289171ffdce53e13c489bdfab0dfd	3.0	1
27b9d956c283f99fce506206f5e0295a	3.0	1
a1bf2486bcb0d884ea5df8b93d16f29e	3.0	1
94442aa8b9e03ffe8d08a05db559c1e1	3.0	1
675c847bccbc53942ebb7b8cbb4efc4d	3.0	1
936097848067469b112d31aeb9d4f205	3.0	1
f95e27d39d77388a492e2e689157b6ae	3.0	1
0d131445e45c488122cab7e79127c580	3.0	1
e6198df4fff88b3e8c69e79af478381c	3.0	1
09a122eff465374b38261c42a4de86a1	3.0	1
18cda6ce7e2ea7ca0d8f1ad9924df7e9	3.0	1
aa1aa8e4c8c07e850b25be67d6050918	3.0	1
1cac288dc3f547a1c55ea100cf8f6f7f	3.0	1
ff7716fd9aefc6c28008ba588a50cfd3	3.0	1
28a073ca8f367d1d2cd5df1efce41976	3.0	1
b077f59ba1746ba7fe6cba953614e484	3.0	1
c18e845d444dbce0e9139b17b6bdd843	3.0	1
e0aa7482d83cacac11a2fcab594fc6ac	3.0	1
79f5d741c6768b745663ea2f3b5b8f4d	3.0	1
7fa009cf56f73915446f412289d9795f	3.0	1
0ec167e834b03187d5d25eca33f0ada1	3.0	1
010f40d8facafe841a8ea4fb3969b41f	3.0	1
e35e7d4cf6b6c4837a7bf77ca88c05ca	3.0	1
eb63a9488834c9628fc2eaa2d6c807e3	3.0	1
0e55d8b215b7d6a4f67997b9adcbb579	3.0	1
c393beca71edd50b603b0dffb7a3eeab	3.0	1
22da9ec4eb093495a4970e629daab612	3.0	1
0df618641a1b105391cf520fac59213e	3.0	1
caf3a1b0df45e7f01d8d7a617531b1b7	3.0	1
63e859fa7857dc862e3191bb5648842f	3.0	1
4532a5e76c2ada2b18bfb59d2cce3f94	3.0	1
ca8e2d4f5ea925a307920fa8620710f0	3.0	1
6884b0b6169c0707a095dcddfc6dd80f	3.0	1
99daceb0f002b672f9b8f3c32b7dc957	3.0	1
4905579667d546e62f0266530b07289f	3.0	1
cea0f78855a0627d314bfa434a951ea3	3.0	1
c03dc7c2f68ebf7cd673feeaf9f3dd8e	3.0	1
d32af81ea087f97f1a6f1a6743141e1b	3.0	1
93705f3409f70271875b08a4ad17e54d	3.0	1
