taxon	comparison	lfc	p_value	q_value	significant	direction
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster	30d_vs_before	1.4911775495298958	6.930266893617092e-07	1.6315003312056903e-06	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_gnavus_group	30d_vs_before	1.5140807134083154	7.214126431633788e-07	1.6636658913767716e-06	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Extibacter	30d_vs_before	1.2740263054307914	7.36517463627541e-07	1.6645294677982423e-06	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus	30d_vs_before	-0.8873160203131789	2.46430029889334e-06	5.460116348528382e-06	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas	30d_vs_before	1.0794556022046349	2.8666380578742592e-06	6.2294250103806015e-06	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Thomasclavelia	30d_vs_before	1.4144159094741893	3.14314767812942e-06	6.7014280684646125e-06	True	increased
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	30d_vs_before	2.2635560980177893	6.078338455735341e-06	1.2719486027742473e-05	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group	30d_vs_before	1.0697350727210715	1.2484012312187e-05	2.560085446495429e-05	True	increased
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter	30d_vs_before	-0.409835044584906	1.2687149115375576e-05	2.560085446495429e-05	True	decreased
d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia	30d_vs_before	-0.5461151481780568	1.406807540730721e-05	2.7889342474135348e-05	True	decreased
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	30d_vs_before	-1.4142674669561135	2.2951398472270968e-05	4.471565564425206e-05	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas	30d_vs_before	1.2487389192584175	2.342192159745937e-05	4.485893458496455e-05	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	30d_vs_before	-0.9416482445296024	3.705618150850733e-05	6.978914184102214e-05	True	decreased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	30d_vs_before	-0.7296567542487428	7.28773464364593e-05	0.00013500229749704756	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;__	30d_vs_before	1.0329858085423722	0.00012785638262124657	0.0002330285683258204	True	increased
d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Chloroplast;f__Incertae_Sedis;g__Incertae_Sedis	30d_vs_before	-0.4786501023206237	0.00016774744129931558	0.00029716529911868854	True	decreased
d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	30d_vs_before	1.0382938026392543	0.00016830601012031917	0.00029716529911868854	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_ND3007_group	30d_vs_before	0.7414174772120824	0.0003703707262210963	0.0006438752625074443	True	increased
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella	30d_vs_before	0.6909853042234321	0.0005661505260352479	0.0009693183248785304	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania	30d_vs_before	0.5241380742107372	0.0007574877470678239	0.0012775539614725	True	increased
d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia	30d_vs_before	-0.6239276876618483	0.0008274162335576813	0.0013749710940002	True	decreased
d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus	30d_vs_before	-0.7540373050897917	0.0018286231958101	0.0029947017554572	True	decreased
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter	30d_vs_before	0.7663419749488537	0.0018580769014978	0.0029994669981322	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter	30d_vs_before	0.4532431559383313	0.0089495307160526	0.0142436193086472	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066575	30d_vs_before	-0.3075958540529592	0.0131222489789136	0.0205946407585728	True	decreased
d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila	30d_vs_before	0.6837243428095813	0.0138251924522145	0.0214006403712361	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005	30d_vs_before	0.4045344534027855	0.0155038536802819	0.023674803592863	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_ventriosum_group	30d_vs_before	0.4307809783363067	0.0199048397356332	0.0299899585350208	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium]_brachy_group	30d_vs_before	0.3439492504835326	0.0203166400786815	0.0302076359064607	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;__	30d_vs_before	-0.565643135809437	0.0437245440011494	0.0641671879497388	False	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Incertae_Sedis	30d_vs_before	0.3346505354503741	0.0485118934231933	0.0702800507284724	False	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	30d_vs_before	-0.5490585747198706	0.051262059138739	0.0733242111731331	False	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena	30d_vs_before	0.3317450950429941	0.0521148411573868	0.0736122131348088	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella	30d_vs_before	0.3813528087792869	0.0636359162543394	0.0887760313177821	False	increased
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella	30d_vs_before	0.664418277260434	0.0803629175187176	0.1105142567218138	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_FCS020_group	30d_vs_before	0.311950060918889	0.08117418856558	0.1105142567218138	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira	30d_vs_before	0.3020347300370181	0.1050166439905106	0.1397562974251527	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae;g__Anaerofustis	30d_vs_before	-0.1622644018820053	0.1051264184171502	0.1397562974251527	False	decreased
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus	30d_vs_before	-0.2956111127860269	0.1403754681523228	0.1844468360606102	False	decreased
d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	30d_vs_before	-0.319365066995683	0.1589760553328415	0.2064861408346103	False	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Terrisporobacter	30d_vs_before	0.3859451905708546	0.1668335039215075	0.2142293857173904	False	increased
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	30d_vs_before	-0.2964087381456355	0.1777753331029083	0.2257147487711082	False	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas	30d_vs_before	0.2691739093952979	0.1963139509470854	0.246483071744674	False	increased
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia	30d_vs_before	-0.1595639963233028	0.2008240574301914	0.2493749284572707	False	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tyzzerella	30d_vs_before	-0.16598284566259	0.2396958545488566	0.2944090387393565	False	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium	30d_vs_before	0.1940128795881439	0.2579386545024402	0.3134093328900618	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium	30d_vs_before	0.2028752074503992	0.2806781865001341	0.3374110114310123	False	increased
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Incertae_Sedis	30d_vs_before	-0.1298868928094318	0.2969683323249233	0.3532360163443824	False	decreased
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Clostridium]_innocuum_group	30d_vs_before	0.2545417610495877	0.3135496609164867	0.3690740800371145	False	increased
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	30d_vs_before	-0.1306913723587855	0.3272402759199996	0.3812180533913398	False	decreased
d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Dialister	30d_vs_before	0.3086774000336835	0.3402159802690118	0.3922898547999831	False	increased
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriales_Incertae_Sedis;g__Incertae_Sedis	30d_vs_before	0.1619021668368626	0.3492103473984311	0.3973087605384304	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_xylanophilum_group	30d_vs_before	0.1586310754922667	0.3516006730428588	0.3973087605384304	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;__	30d_vs_before	0.1587199361405031	0.3800740271785771	0.4252313373384081	False	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea	30d_vs_before	-0.1330104044855982	0.5073039055372308	0.5600296150712057	False	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella	30d_vs_before	0.1286141179084371	0.5104694721445504	0.5600296150712057	False	increased
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriales_Incertae_Sedis;g__Raoultibacter	30d_vs_before	0.0749579274600494	0.5411328994384615	0.587961708043713	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;__;__;__	30d_vs_before	0.0901069787833066	0.5555091486933802	0.5953326324737972	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella	30d_vs_before	-0.1042853915397222	0.5588417075208919	0.5953326324737972	False	decreased
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas	30d_vs_before	-0.0822003957885752	0.5637220502185514	0.5953326324737972	False	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56	30d_vs_before	0.0901709660824362	0.5891646527253122	0.6164407940551877	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lactonifactor	30d_vs_before	-0.059385279588497	0.6222006536942799	0.6450337052059966	False	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia	30d_vs_before	-0.0598450837364014	0.7158891008778467	0.7354133490836062	False	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_eligens_group	30d_vs_before	0.0434792261365132	0.8119883742003469	0.8266187953571099	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-004	30d_vs_before	-0.027035790709728	0.8592701879702793	0.8669422432200139	False	decreased
d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	30d_vs_before	0.0107658440679742	0.951241183632251	0.951241183632251	False	increased
